context,question,answer,source,type
"2. Thẩm quyền trừ điểm giấy phép lái xe
Người có thẩm quyền áp dụng hình thức xử phạt tước quyền sử dụng giấy phép, chứng chỉ hành nghề có thời hạn hoặc đình chỉ hoạt động có thời hạn quy định tại Chương II Phần thứ hai của Luật Xử lý vi phạm hành chính, Mục 1 Chương III của Nghị định này và có thẩm quyền xử phạt vi phạm hành chính đối với hành vi vi phạm có quy định trừ điểm giấy phép lái xe thì có thẩm quyền trừ điểm giấy phép lái xe đối với hành vi vi phạm đó.",Trừ điểm giấy phép lái xe gồm những quy trình nào và ai có trách nhiệm thực hiện?,"Người có thẩm quyền áp dụng hình thức xử phạt tước quyền sử dụng giấy phép, chứng chỉ hành nghề có thời hạn hoặc đình chỉ hoạt động có thời hạn quy định tại Chương II Phần thứ hai của Luật Xử lý vi phạm hành chính, Mục 1 Chương III của Nghị định này có thẩm quyền trừ điểm giấy phép lái xe.",NĐ 168/2024/NĐ-CP,synthesis
"7. Bộ trưởng Bộ Công an quy định chi tiết điểm a và điểm b khoản 1, khoản 2, điểm b khoản 3 Điều này; quy định quy trình tuần tra, kiểm soát, xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ của Cảnh sát giao thông.","Quy trình tuần tra, kiểm soát của Cảnh sát giao thông được quy định như thế nào?","Quy trình tuần tra, kiểm soát của Cảnh sát giao thông được quy định bởi Bộ trưởng Bộ Công an.",luat trật tự,direct
"7. Bộ trưởng Bộ Công an quy định chi tiết điểm a và điểm b khoản 1, khoản 2, điểm b khoản 3 Điều này; quy định quy trình tuần tra, kiểm soát, xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ của Cảnh sát giao thông.","Nếu Cảnh sát giao thông phát hiện vi phạm pháp luật về trật tự, an toàn giao thông đường bộ thì họ sẽ xử lý thế nào?","Theo quy định, Cảnh sát giao thông sẽ xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ theo quy trình tuần tra, kiểm soát và xử lý vi phạm được Bộ trưởng Bộ Công an quy định chi tiết.",luat trật tự,condition
"7. Bộ trưởng Bộ Công an quy định chi tiết điểm a và điểm b khoản 1, khoản 2, điểm b khoản 3 Điều này; quy định quy trình tuần tra, kiểm soát, xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ của Cảnh sát giao thông.","Cảnh sát giao thông có những nhiệm vụ và quy trình gì trong việc đảm bảo trật tự, an toàn giao thông đường bộ và ai chịu trách nhiệm về việc này?","Bộ trưởng Bộ Công an quy định chi tiết và quy trình tuần tra, kiểm soát, xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ của Cảnh sát giao thông.",luat trật tự,synthesis
"3. Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp sau đây:
a) Thực hiện nghĩa vụ của Nhà nước theo quy định của pháp luật và hợp đồng dự án đầu tư theo phương thức đối tác công tư;
b) Mở rộng, nâng cấp đường cao tốc đang đầu tư hoặc đã khai thác theo quy mô phân kỳ.",Khi nào thì Nhà nước ưu tiên bố trí ngân sách?,"Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác khi thực hiện nghĩa vụ của Nhà nước theo quy định của pháp luật và hợp đồng dự án đầu tư theo phương thức đối tác công tư, hoặc khi mở rộng, nâng cấp đường cao tốc đang đầu tư hoặc đã khai thác theo quy mô phân kỳ.",Luật-35-2024-QH15,direct
"3. Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp sau đây:
a) Thực hiện nghĩa vụ của Nhà nước theo quy định của pháp luật và hợp đồng dự án đầu tư theo phương thức đối tác công tư;
b) Mở rộng, nâng cấp đường cao tốc đang đầu tư hoặc đã khai thác theo quy mô phân kỳ.",Nếu đường cao tốc đã khai thác thì có được ưu tiên bố trí ngân sách không?,"Đường cao tốc đã khai thác vẫn được ưu tiên bố trí ngân sách nếu việc đó nhằm mục đích mở rộng, nâng cấp theo quy mô phân kỳ.",Luật-35-2024-QH15,condition
"3. Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp sau đây:
a) Thực hiện nghĩa vụ của Nhà nước theo quy định của pháp luật và hợp đồng dự án đầu tư theo phương thức đối tác công tư;
b) Mở rộng, nâng cấp đường cao tốc đang đầu tư hoặc đã khai thác theo quy mô phân kỳ.",Nhà nước ưu tiên bố trí ngân sách trong những trường hợp nào và quy trình như thế nào?,"Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp thực hiện nghĩa vụ của Nhà nước và mở rộng, nâng cấp đường cao tốc. Đoạn văn không cung cấp thông tin về quy trình.",Luật-35-2024-QH15,synthesis
"5. Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của đường bộ trên 50%, trừ trường hợp có giấy phép lưu hành còn giá trị sử dụng;
b) Không chấp hành yêu cầu kiểm tra về trọng tải, tải trọng, khổ giới hạn xe, vận chuyển hàng siêu trường, siêu trọng của người thi hành công vụ; chuyển tải hoặc dùng các thủ đoạn khác để trốn tránh việc phát hiện xe chở quá tải, quá khổ.",Mức phạt cao nhất cho hành vi chở quá tải là bao nhiêu?,Mức phạt cao nhất cho hành vi chở quá tải là 50.000.000 đồng.,NĐ 168/2024/NĐ-CP,direct
"5. Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của đường bộ trên 50%, trừ trường hợp có giấy phép lưu hành còn giá trị sử dụng;
b) Không chấp hành yêu cầu kiểm tra về trọng tải, tải trọng, khổ giới hạn xe, vận chuyển hàng siêu trường, siêu trọng của người thi hành công vụ; chuyển tải hoặc dùng các thủ đoạn khác để trốn tránh việc phát hiện xe chở quá tải, quá khổ.",Nếu xe chở quá tải dưới 50% thì có bị phạt không?,Nếu xe chở quá tải dưới 50% thì không bị phạt theo quy định này.,NĐ 168/2024/NĐ-CP,condition
"5. Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của đường bộ trên 50%, trừ trường hợp có giấy phép lưu hành còn giá trị sử dụng;
b) Không chấp hành yêu cầu kiểm tra về trọng tải, tải trọng, khổ giới hạn xe, vận chuyển hàng siêu trường, siêu trọng của người thi hành công vụ; chuyển tải hoặc dùng các thủ đoạn khác để trốn tránh việc phát hiện xe chở quá tải, quá khổ.",Các hành vi vi phạm về tải trọng xe bao gồm những gì và quy trình kiểm tra tải trọng như thế nào?,"Các hành vi vi phạm về tải trọng xe bao gồm điều khiển xe mà tổng trọng lượng vượt quá tải trọng cho phép của đường bộ trên 50% và không chấp hành yêu cầu kiểm tra về trọng tải, tải trọng. Quy trình kiểm tra tải trọng do người thi hành công vụ thực hiện.",NĐ 168/2024/NĐ-CP,synthesis
"Điều 21. Sử dụng tín hiệu còi
1. Chỉ được sử dụng tín hiệu còi của phương tiện tham gia giao thông đường bộ trong các trường hợp sau đây:
a) Báo hiệu cho người tham gia giao thông đường bộ khi xuất hiện tình huống có thể mất an toàn giao thông;
b) Báo hiệu chuẩn bị vượt xe.",Có những trường hợp nào được phép sử dụng tín hiệu còi và quy trình sử dụng như thế nào?,"Có hai trường hợp được phép sử dụng tín hiệu còi, bao gồm báo hiệu cho người tham gia giao thông đường bộ khi xuất hiện tình huống có thể mất an toàn giao thông và báo hiệu chuẩn bị vượt xe, tuy nhiên đoạn văn không mô tả quy trình sử dụng.",luat trật tự,synthesis
"2. Phương tiện, thiết bị phục vụ quản lý, vận hành, khai thác công trình đường bộ bao gồm:
a) Thiết bị lắp đặt vào các công trình, bộ phận công trình quy định tại điểm e khoản 1 Điều này;
b) Phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ; phương tiện, thiết bị phục vụ cứu nạn, cứu hộ giao thông đường bộ;
c) Phà, phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác bến phà đường bộ;
d) Phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác đường bộ.",Phương tiện phục vụ công tác phòng chống thiên tai trên đường bộ gồm những loại nào?,"Phương tiện phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ bao gồm các loại phương tiện và thiết bị phục vụ công tác này.",Luật-35-2024-QH15,direct
"2. Phương tiện, thiết bị phục vụ quản lý, vận hành, khai thác công trình đường bộ bao gồm:
a) Thiết bị lắp đặt vào các công trình, bộ phận công trình quy định tại điểm e khoản 1 Điều này;
b) Phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ; phương tiện, thiết bị phục vụ cứu nạn, cứu hộ giao thông đường bộ;
c) Phà, phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác bến phà đường bộ;
d) Phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác đường bộ.",Nếu đường bộ bị thiên tai thì phương tiện nào sẽ được sử dụng để khắc phục hậu quả?,"Phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ sẽ được sử dụng để khắc phục hậu quả khi đường bộ bị thiên tai.",Luật-35-2024-QH15,condition
"2. Phương tiện, thiết bị phục vụ quản lý, vận hành, khai thác công trình đường bộ bao gồm:
a) Thiết bị lắp đặt vào các công trình, bộ phận công trình quy định tại điểm e khoản 1 Điều này;
b) Phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ; phương tiện, thiết bị phục vụ cứu nạn, cứu hộ giao thông đường bộ;
c) Phà, phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác bến phà đường bộ;
d) Phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác đường bộ.","Công trình đường bộ có mấy loại phương tiện, thiết bị phục vụ quản lý, vận hành và quy trình sử dụng chúng như thế nào?","Công trình đường bộ có 4 loại phương tiện, thiết bị phục vụ quản lý, vận hành. Đoạn văn không cung cấp thông tin về quy trình sử dụng chúng.",Luật-35-2024-QH15,synthesis
"Điều 34 của Nghị định này, trong trường hợp chủ phương tiện, người điều khiển phương tiện vừa thực hiện hành vi vi phạm quy định về tổng trọng lượng (khối lượng toàn bộ) của xe, vừa thực hiện hành vi vi phạm quy định về tải trọng trục xe thì bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.",Phạt bao nhiêu khi vừa vi phạm tổng trọng lượng của xe vừa vi phạm tải trọng trục xe?,"Theo quy định, chủ phương tiện, người điều khiển phương tiện sẽ bị xử phạt theo hành vi vi phạm có mức phạt tiền cao hơn.",NĐ 168/2024/NĐ-CP,direct
"Điều 34 của Nghị định này, trong trường hợp chủ phương tiện, người điều khiển phương tiện vừa thực hiện hành vi vi phạm quy định về tổng trọng lượng (khối lượng toàn bộ) của xe, vừa thực hiện hành vi vi phạm quy định về tải trọng trục xe thì bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.",Nếu tôi vừa chở quá tải trọng vừa chở quá trọng lượng thì sẽ bị phạt như thế nào?,Nếu bạn vừa chở quá tải trọng trục xe vừa chở quá tổng trọng lượng của xe thì sẽ bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.,NĐ 168/2024/NĐ-CP,condition
"Điều 34 của Nghị định này, trong trường hợp chủ phương tiện, người điều khiển phương tiện vừa thực hiện hành vi vi phạm quy định về tổng trọng lượng (khối lượng toàn bộ) của xe, vừa thực hiện hành vi vi phạm quy định về tải trọng trục xe thì bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.",Có những loại vi phạm về trọng lượng và tải trọng xe nào? Quy trình xử phạt gồm những bước gì và ai sẽ chịu trách nhiệm thực hiện việc này?,"Có hai loại vi phạm về trọng lượng và tải trọng xe, bao gồm vi phạm quy định về tổng trọng lượng (khối lượng toàn bộ) của xe và vi phạm quy định về tải trọng trục xe. Đoạn văn không cung cấp thông tin về quy trình xử phạt và người chịu trách nhiệm thực hiện việc này.",NĐ 168/2024/NĐ-CP,synthesis
"Điều 32. Thời gian lưu trữ dữ liệu trên hệ thống thông tin
Người đứng đầu cơ quan, tổ chức có trách nhiệm chỉ đạo thực hiện việc quản lý tài liệu lưu trữ điện tử theo quy định sau đây:
1. Thời gian lưu trữ dữ liệu về sát hạch lái xe tại trung tâm sát hạch lái xe tối thiểu là 05 năm.",Thời gian lưu trữ dữ liệu về sát hạch lái xe là bao lâu?,Thời gian lưu trữ dữ liệu về sát hạch lái xe tại trung tâm sát hạch lái xe tối thiểu là 05 năm.,TT 12/2024/TT-BGTVT,direct
"Điều 32. Thời gian lưu trữ dữ liệu trên hệ thống thông tin
Người đứng đầu cơ quan, tổ chức có trách nhiệm chỉ đạo thực hiện việc quản lý tài liệu lưu trữ điện tử theo quy định sau đây:
1. Thời gian lưu trữ dữ liệu về sát hạch lái xe tại trung tâm sát hạch lái xe tối thiểu là 05 năm.",Quy trình quản lý tài liệu lưu trữ điện tử bao gồm những bước gì và ai là người chịu trách nhiệm thực hiện?,"Người đứng đầu cơ quan, tổ chức có trách nhiệm chỉ đạo thực hiện việc quản lý tài liệu lưu trữ điện tử. Đoạn văn không cung cấp thông tin cụ thể về quy trình quản lý.",TT 12/2024/TT-BGTVT,synthesis
"4. Việc thừa nhận chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của nước ngoài đối với xe cơ giới, phụ tùng xe cơ giới được thực hiện theo quy định của điều ước quốc tế mà nước 5. Tổ chức, cá nhân nhập khẩu, sản xuất, lắp ráp có trách nhiệm tuân thủ các quy định của pháp luật về kiểm tra, thử nghiệm, chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới; chịu trách nhiệm về chất lượng sản phẩm, hàng hóa do mình nhập khẩu, sản xuất, lắp ráp, việc bảo hành, bảo dưỡng xe cơ giới nhập khẩu, sản xuất, lắp ráp và triệu hồi sản phẩm, hàng hóa theo quy định của Chính phủ.","Nếu tổ chức, cá nhân nhập khẩu xe cơ giới không đảm bảo chất lượng an toàn kỹ thuật thì họ sẽ bị xử lý như thế nào?","Tổ chức, cá nhân nhập khẩu xe cơ giới không đảm bảo chất lượng an toàn kỹ thuật sẽ phải chịu trách nhiệm về chất lượng sản phẩm, hàng hóa do mình nhập khẩu và có thể phải triệu hồi sản phẩm theo quy định của Chính phủ.",luat trật tự,condition
"4. Việc thừa nhận chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của nước ngoài đối với xe cơ giới, phụ tùng xe cơ giới được thực hiện theo quy định của điều ước quốc tế mà nước 5. Tổ chức, cá nhân nhập khẩu, sản xuất, lắp ráp có trách nhiệm tuân thủ các quy định của pháp luật về kiểm tra, thử nghiệm, chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới; chịu trách nhiệm về chất lượng sản phẩm, hàng hóa do mình nhập khẩu, sản xuất, lắp ráp, việc bảo hành, bảo dưỡng xe cơ giới nhập khẩu, sản xuất, lắp ráp và triệu hồi sản phẩm, hàng hóa theo quy định của Chính phủ.","Quy trình kiểm tra, thử nghiệm, chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của xe cơ giới, phụ tùng xe cơ giới gồm những bước nào và ai sẽ chịu trách nhiệm về chất lượng sản phẩm?","Quy trình kiểm tra, thử nghiệm, chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường của xe cơ giới, phụ tùng xe cơ giới không được nêu cụ thể trong đoạn văn. Tuy nhiên, tổ chức, cá nhân nhập khẩu, sản xuất, lắp ráp sẽ chịu trách nhiệm về chất lượng sản phẩm, hàng hóa do mình nhập khẩu, sản xuất, lắp ráp.",luat trật tự,synthesis
"6. Trên đường phố, người điều khiển phương tiện tham gia giao thông đường bộ chỉ được dừng xe, đỗ xe sát theo lề đường, vỉa hè phía bên phải theo chiều đi của mình; bánh xe gần nhất không được cách xa lề đường, vỉa hè quá 0,25 mét và không gây cản trở, nguy hiểm cho người và phương tiện tham gia giao thông đường bộ.",Nếu dừng xe trên vỉa hè thì có bị phạt không?,"Nếu dừng xe trên vỉa hè và bánh xe gần nhất cách xa lề đường, vỉa hè quá 0,25 mét hoặc gây cản trở, nguy hiểm cho người và phương tiện tham gia giao thông đường bộ thì có thể bị phạt.",luat trật tự,condition
"5. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với hành vi hoạt động quá phạm vi, tuyến đường, đoạn đường được phép hoạt động.
6. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với hành vi lưu hành phương tiện trên lãnh thổ Việt Nam quá thời hạn quy định.",Mức phạt cho hành vi hoạt động quá phạm vi là bao nhiêu?,"Mức phạt cho hành vi hoạt động quá phạm vi, tuyến đường, đoạn đường được phép hoạt động là từ 10.000.000 đồng đến 12.000.000 đồng.",NĐ 168/2024/NĐ-CP,direct
"5. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với hành vi hoạt động quá phạm vi, tuyến đường, đoạn đường được phép hoạt động.
6. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với hành vi lưu hành phương tiện trên lãnh thổ Việt Nam quá thời hạn quy định.",Nếu hoạt động vượt quá phạm vi cho phép thì sẽ bị xử lý như thế nào?,Nếu hoạt động vượt quá phạm vi cho phép thì sẽ bị phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng.,NĐ 168/2024/NĐ-CP,condition
"Điều 75. Trung tâm chỉ huy giao thông
1. Trung tâm chỉ huy giao thông bao gồm các công trình hạ tầng kỹ thuật, hệ thống thiết bị công nghệ và cơ sở dữ liệu do lực lượng Cảnh sát giao thông quản lý, vận hành, khai thác.",Ai quản lý Trung tâm chỉ huy giao thông?,Lực lượng Cảnh sát giao thông quản lý Trung tâm chỉ huy giao thông.,luat trật tự,direct
"Điều 75. Trung tâm chỉ huy giao thông
1. Trung tâm chỉ huy giao thông bao gồm các công trình hạ tầng kỹ thuật, hệ thống thiết bị công nghệ và cơ sở dữ liệu do lực lượng Cảnh sát giao thông quản lý, vận hành, khai thác.",Trung tâm chỉ huy giao thông gồm những gì và lực lượng nào chịu trách nhiệm vận hành?,"Trung tâm chỉ huy giao thông bao gồm các công trình hạ tầng kỹ thuật, hệ thống thiết bị công nghệ và cơ sở dữ liệu, do lực lượng Cảnh sát giao thông quản lý, vận hành, khai thác.",luat trật tự,synthesis
